user_id,product_id,rating,rating_count,time_of_day,day_of_week,month,season,device_type,gender,category,brand,price,original_price,discount_percentage,product_views,purchase_intent,interaction_type,timestamp,day_name,is_weekend,hour,date,price_range,uid,iid
108,270,5.0,281,afternoon,6,9,autumn,mobile,F,Jeans,Levi's,2356777,2618642,10,249,high,cart,2024-09-06 15:41:19,Sunday,1,15,2024-09-06,Luxury,107,169
66,403,2.855563829778776,251,morning,1,11,autumn,mobile,F,Polo Shirt,Calvin Klein,368304,443740,17,1052,low,view,2024-11-04 06:44:35,Tuesday,0,6,2024-11-04,Budget,65,302
89,266,5.0,13,morning,2,9,autumn,mobile,M,Bag,Pull&Bear,1300107,1494376,13,48,high,purchase,2023-09-15 05:29:29,Wednesday,0,5,2023-09-15,Premium,88,165
60,411,2.735399949822194,240,afternoon,6,5,spring,mobile,M,Blouse,H&M,818408,974296,16,1117,medium,view,2023-05-03 12:35:56,Sunday,1,12,2023-05-03,Mid,59,310
75,471,4.403987954609142,265,morning,4,12,autumn,mobile,F,Polo Shirt,Dickies,1303571,1650091,21,136,high,cart,2023-12-09 05:33:17,Friday,0,5,2023-12-09,Premium,74,370
178,401,5.0,255,evening,5,11,summer,desktop,M,T-shirt,Uniqlo,1252529,1491106,16,59,high,purchase,2023-11-28 21:45:09,Saturday,1,21,2023-11-28,Premium,177,300
197,469,5.0,327,morning,0,10,winter,mobile,F,Sunglasses,Pull&Bear,643562,775377,17,58,medium,cart,2023-10-20 06:54:18,Monday,0,6,2023-10-20,Mid,196,368
29,138,5.0,122,evening,3,7,summer,mobile,F,Cardigan,Ralph Lauren,484087,537875,10,80,high,purchase,2023-07-31 21:45:44,Thursday,0,21,2023-07-31,Budget,28,37
115,459,5.0,288,afternoon,5,6,summer,desktop,F,Sunglasses,Uniqlo,1577733,1753037,10,282,medium,cart,2023-06-20 14:11:03,Saturday,1,14,2023-06-20,Premium,114,358
31,387,5.0,35,evening,3,7,summer,mobile,F,Bag,Nike,1857601,2412469,23,143,high,purchase,2023-07-28 02:25:02,Thursday,0,2,2023-07-28,Premium,30,286
165,300,3.169009980536495,75,morning,6,1,summer,mobile,F,Cargo Pants,Mango,1403032,1846095,24,505,medium,view,2024-01-31 07:16:30,Sunday,1,7,2024-01-31,Premium,164,199
174,301,5.0,373,afternoon,5,2,autumn,mobile,M,Blouse,Pull&Bear,535963,602206,11,148,high,purchase,2024-02-21 13:25:52,Saturday,1,13,2024-02-21,Mid,173,200
79,435,5.0,311,morning,5,12,winter,mobile,M,Dress,Lacoste,1698538,1952343,13,30,low,purchase,2024-12-25 06:28:15,Saturday,1,6,2024-12-25,Premium,78,334
165,409,5.0,235,morning,6,10,summer,mobile,F,Shirt,Ralph Lauren,644102,723711,11,450,medium,cart,2023-10-20 11:39:42,Sunday,1,11,2023-10-20,Mid,164,308
86,135,2.136000752231199,102,evening,6,9,summer,mobile,M,Dress,Nike,2536913,2882856,12,1769,high,view,2024-09-10 21:00:31,Sunday,1,21,2024-09-10,Luxury,85,34
41,220,5.0,14,evening,5,8,summer,mobile,F,Jeans,Puma,408296,516831,21,53,high,purchase,2023-08-27 21:34:50,Saturday,1,21,2023-08-27,Budget,40,119
134,122,5.0,365,afternoon,6,4,summer,desktop,M,Polo Shirt,Calvin Klein,1282147,1643779,22,151,high,purchase,2024-04-22 17:31:31,Sunday,1,17,2024-04-22,Premium,133,21
16,122,5.0,371,afternoon,0,4,spring,mobile,F,Skirt,Adidas,1914629,2175715,12,118,high,purchase,2023-04-19 14:13:09,Monday,0,14,2023-04-19,Premium,15,21
55,317,5.0,329,evening,2,1,summer,mobile,M,Shoes,H&M,2030360,2255956,10,406,high,cart,2023-01-08 00:54:30,Wednesday,0,0,2023-01-08,Luxury,54,216
96,102,2.4371340641008334,246,afternoon,2,10,autumn,mobile,F,Cardigan,Zara,864305,1122475,23,626,medium,view,2023-10-14 12:56:13,Wednesday,0,12,2023-10-14,Mid,95,1
8,405,3.4977774340673937,204,afternoon,5,10,summer,desktop,F,Cargo Pants,H&M,392090,435656,10,739,medium,view,2023-10-27 17:42:18,Saturday,1,17,2023-10-27,Budget,7,304
29,353,2.359368271215121,99,afternoon,5,8,summer,mobile,F,Polo Shirt,Carhartt,1228086,1379873,11,1894,high,view,2024-08-01 13:27:28,Saturday,1,13,2024-08-01,Premium,28,252
171,413,5.0,260,afternoon,5,5,autumn,mobile,F,Blouse,Lacoste,1016274,1209851,16,67,medium,purchase,2024-05-09 12:43:17,Saturday,1,12,2024-05-09,Premium,170,312
51,329,4.682767118238131,63,afternoon,4,8,summer,mobile,F,Shirt,Pull&Bear,641790,812393,21,107,high,cart,2023-08-28 12:55:12,Friday,0,12,2023-08-28,Mid,50,228
147,446,2.90278090796788,260,evening,3,12,summer,mobile,M,Cardigan,H&M,1076528,1398089,23,1193,high,view,2024-12-10 19:07:57,Thursday,0,19,2024-12-10,Premium,146,345
114,283,5.0,272,morning,2,4,summer,tablet,F,Skirt,Mango,1962042,2180047,10,184,high,cart,2023-04-02 10:12:01,Wednesday,0,10,2023-04-02,Premium,113,182
135,458,4.699326355903554,193,evening,4,3,spring,desktop,F,Polo Shirt,Mango,417134,541733,23,105,high,cart,2024-03-21 23:56:57,Friday,0,23,2024-03-21,Budget,134,357
174,152,5.0,56,evening,6,3,autumn,desktop,F,Blouse,Dickies,1586110,1982638,20,101,high,purchase,2023-03-01 21:49:58,Sunday,1,21,2023-03-01,Premium,173,51
75,379,5.0,255,afternoon,6,6,autumn,mobile,M,Polo Shirt,Zara,198630,233683,15,55,medium,purchase,2024-06-17 13:36:47,Sunday,1,13,2024-06-17,Budget,74,278
167,359,5.0,284,evening,0,10,autumn,desktop,M,T-shirt,Pull&Bear,1370902,1523225,10,30,low,purchase,2024-10-07 22:45:47,Monday,0,22,2024-10-07,Premium,166,258
150,314,5.0,378,morning,5,1,summer,mobile,F,Blouse,Levi's,1145949,1273277,10,362,medium,cart,2024-01-04 05:19:34,Saturday,1,5,2024-01-04,Premium,149,213
197,114,1.992783324017304,256,evening,6,11,summer,mobile,F,Cargo Pants,Carhartt,489256,562364,13,1386,high,view,2023-11-17 22:18:53,Sunday,1,22,2023-11-17,Budget,196,13
194,270,2.723175501750579,96,evening,1,12,summer,mobile,M,Sunglasses,Ralph Lauren,466599,555475,16,227,high,view,2024-12-17 19:38:59,Tuesday,0,19,2024-12-17,Budget,193,169
79,291,5.0,379,evening,2,1,summer,mobile,F,Jeans,Adidas,1007414,1213753,17,274,medium,cart,2024-01-03 01:19:34,Wednesday,0,1,2024-01-03,Premium,78,190
65,438,5.0,359,evening,6,2,winter,mobile,M,Bag,Zara,393964,505083,22,194,high,cart,2023-02-08 19:49:41,Sunday,1,19,2023-02-08,Budget,64,337
59,117,5.0,18,evening,6,4,autumn,mobile,F,Bag,Mango,1320895,1693456,22,124,high,purchase,2024-04-17 21:14:53,Sunday,1,21,2024-04-17,Premium,58,16
189,346,5.0,145,afternoon,2,1,summer,desktop,M,T-shirt,Pull&Bear,1265445,1454535,13,73,medium,cart,2023-01-24 16:45:59,Wednesday,0,16,2023-01-24,Premium,188,245
84,317,2.8446939462893717,121,morning,5,8,spring,mobile,M,Blouse,Carhartt,231119,256799,10,1278,high,view,2024-08-10 07:34:38,Saturday,1,7,2024-08-10,Budget,83,216
189,329,3.1812092392134668,215,evening,4,10,autumn,desktop,F,Sweater,Dickies,1936921,2226346,13,926,low,view,2024-10-30 04:35:47,Friday,0,4,2024-10-30,Premium,188,228
193,481,3.12475157927766,62,afternoon,0,5,autumn,mobile,M,Jacket,Lacoste,507941,597578,15,1465,medium,view,2023-05-31 17:47:07,Monday,0,17,2023-05-31,Mid,192,380
3,446,5.0,212,afternoon,2,2,summer,mobile,M,Hat,Ralph Lauren,2022819,2325080,13,108,medium,cart,2023-02-04 15:51:58,Wednesday,0,15,2023-02-04,Luxury,2,345
146,489,2.5474973303279134,399,morning,1,11,autumn,mobile,F,Sunglasses,Zara,414970,512309,19,1910,low,view,2024-11-21 10:03:43,Tuesday,0,10,2024-11-21,Budget,145,388
36,119,4.454454165630148,128,morning,1,7,autumn,mobile,M,Shirt,Levi's,1259488,1554924,19,164,low,cart,2024-07-11 05:38:42,Tuesday,0,5,2024-07-11,Premium,35,18
110,286,5.0,62,evening,5,7,summer,desktop,F,Bag,Ralph Lauren,573767,708355,19,453,high,cart,2023-07-07 21:57:00,Saturday,1,21,2023-07-07,Mid,109,185
2,171,2.9584560585413224,209,morning,0,5,winter,mobile,F,Polo Shirt,Pull&Bear,2070111,2653989,22,1910,high,view,2023-05-07 06:50:31,Monday,0,6,2023-05-07,Luxury,1,70
27,304,2.5140141570784764,95,afternoon,1,11,autumn,mobile,M,Jacket,Adidas,317104,391487,19,1798,medium,view,2023-11-09 16:08:27,Tuesday,0,16,2023-11-09,Budget,26,203
115,197,5.0,307,evening,4,10,autumn,mobile,M,Sunglasses,Zara,2289519,2601727,12,323,medium,cart,2023-10-23 23:46:48,Friday,0,23,2023-10-23,Luxury,114,96
52,164,5.0,79,evening,0,11,summer,mobile,F,Sunglasses,Gucci,2069370,2434554,15,161,high,purchase,2024-11-09 23:21:46,Monday,0,23,2024-11-09,Luxury,51,63
60,450,3.114803289852207,350,morning,1,11,summer,mobile,F,Sunglasses,Adidas,1220473,1506757,19,1951,medium,view,2024-11-07 07:03:07,Tuesday,0,7,2024-11-07,Premium,59,349
195,135,5.0,174,morning,0,6,summer,mobile,F,T-shirt,Puma,2480860,2756512,10,69,medium,purchase,2023-06-04 07:46:53,Monday,0,7,2023-06-04,Luxury,194,34
141,439,3.7562051170548503,54,morning,0,8,summer,mobile,M,Sunglasses,Levi's,1064834,1331043,20,636,low,view,2024-08-25 05:16:54,Monday,0,5,2024-08-25,Premium,140,338
48,340,2.0780974422384277,366,evening,1,10,autumn,mobile,M,Skirt,Dickies,1929918,2218297,13,2035,high,view,2024-10-14 04:54:57,Tuesday,0,4,2024-10-14,Premium,47,239
73,234,3.2784535907026706,333,morning,1,8,summer,mobile,F,Dress,Mango,1624368,1867090,13,510,medium,view,2023-08-05 10:29:44,Tuesday,0,10,2023-08-05,Premium,72,133
18,187,5.0,275,evening,1,5,summer,desktop,M,Skirt,Calvin Klein,1478960,1920728,23,151,high,purchase,2024-05-06 20:31:26,Tuesday,0,20,2024-05-06,Premium,17,86
128,309,5.0,384,evening,6,12,summer,mobile,F,Blouse,Zara,2493291,2933284,15,38,high,purchase,2023-12-06 20:51:40,Sunday,1,20,2023-12-06,Luxury,127,208
146,315,5.0,263,afternoon,2,10,autumn,tablet,F,Jacket,Mango,1490281,1655868,10,99,high,purchase,2024-10-24 13:33:27,Wednesday,0,13,2024-10-24,Premium,145,214
167,490,5.0,259,evening,6,12,summer,mobile,F,Sweater,H&M,750301,974417,23,114,high,purchase,2023-12-23 18:09:15,Sunday,1,18,2023-12-23,Mid,166,389
58,315,5.0,15,evening,2,3,summer,desktop,M,Shoes,Mango,2243137,2670402,16,245,low,cart,2024-03-14 00:17:20,Wednesday,0,0,2024-03-14,Luxury,57,214
66,240,5.0,314,morning,5,12,spring,desktop,F,Cargo Pants,Dickies,928023,1221083,24,77,low,purchase,2023-12-16 09:32:12,Saturday,1,9,2023-12-16,Mid,65,139
110,304,5.0,298,evening,6,5,summer,mobile,F,Jacket,Calvin Klein,1158823,1302049,11,143,high,purchase,2024-05-09 20:53:05,Sunday,1,20,2024-05-09,Premium,109,203
71,300,5.0,163,evening,5,2,autumn,mobile,M,Sweater,Pull&Bear,1448689,1857294,22,193,medium,purchase,2023-02-12 02:49:10,Saturday,1,2,2023-02-12,Premium,70,199
112,231,5.0,322,morning,0,6,spring,mobile,F,Dress,Lacoste,1656688,2208918,25,151,medium,purchase,2023-06-04 05:04:13,Monday,0,5,2023-06-04,Premium,111,130
186,326,5.0,54,morning,5,9,summer,mobile,M,Cargo Pants,Levi's,243277,273346,11,141,high,purchase,2024-09-19 05:18:27,Saturday,1,5,2024-09-19,Budget,185,225
105,341,5.0,166,afternoon,1,6,summer,mobile,F,Sneakers,Pull&Bear,1751184,2334913,25,418,high,cart,2023-06-09 17:12:29,Tuesday,0,17,2023-06-09,Premium,104,240
58,118,5.0,292,afternoon,6,7,summer,desktop,M,T-shirt,The North Face,2025782,2355561,14,44,high,purchase,2023-07-20 16:05:54,Sunday,1,16,2023-07-20,Luxury,57,17
148,354,5.0,262,morning,6,8,autumn,desktop,M,Jacket,Gucci,960308,1103803,13,62,low,purchase,2023-08-19 08:02:18,Sunday,1,8,2023-08-19,Mid,147,253
103,484,2.7023513212783574,166,afternoon,6,5,autumn,mobile,M,Polo Shirt,Puma,1709439,2191589,22,1590,high,view,2023-05-27 14:56:22,Sunday,1,14,2023-05-27,Premium,102,383
75,438,3.0307022688010266,339,afternoon,3,11,autumn,mobile,M,T-shirt,Uniqlo,1078828,1240033,13,283,low,view,2023-11-05 16:28:09,Thursday,0,16,2023-11-05,Premium,74,337
115,352,5.0,263,afternoon,4,9,summer,mobile,M,Shoes,Mango,718983,798871,10,261,high,cart,2023-09-02 15:23:04,Friday,0,15,2023-09-02,Mid,114,251
61,191,5.0,141,evening,2,2,summer,mobile,F,Polo Shirt,Pull&Bear,1586073,1782105,11,92,high,purchase,2023-02-25 00:37:28,Wednesday,0,0,2023-02-25,Premium,60,90
167,104,4.606368313280691,240,evening,3,8,summer,mobile,F,Cargo Pants,Carhartt,645843,861124,25,267,high,cart,2023-08-31 21:19:23,Thursday,0,21,2023-08-31,Mid,166,3
173,121,2.6044778646153253,148,morning,5,9,autumn,desktop,F,Dress,H&M,1303799,1715526,24,479,medium,view,2023-09-08 07:27:14,Saturday,1,7,2023-09-08,Premium,172,20
106,130,2.3260999698951816,397,afternoon,0,8,summer,mobile,M,Skirt,H&M,2101744,2388346,12,389,low,view,2024-08-06 17:33:57,Monday,0,17,2024-08-06,Luxury,105,29
45,220,5.0,301,afternoon,4,6,winter,mobile,M,T-shirt,Puma,765453,879832,13,26,high,purchase,2023-06-16 17:42:12,Friday,0,17,2023-06-16,Mid,44,119
198,376,2.0253192033256666,266,afternoon,3,2,summer,desktop,F,Blouse,Pull&Bear,1231311,1415300,13,1505,low,view,2024-02-05 15:23:00,Thursday,0,15,2024-02-05,Premium,197,275
38,388,5.0,75,evening,5,10,summer,mobile,F,Shoes,Levi's,1845728,2050809,10,112,high,purchase,2023-10-13 19:49:27,Saturday,1,19,2023-10-13,Premium,37,287
178,390,5.0,325,evening,2,10,summer,mobile,F,Skirt,Levi's,2443368,2874551,15,62,medium,purchase,2023-10-16 02:11:53,Wednesday,0,2,2023-10-16,Luxury,177,289
173,190,5.0,75,evening,2,2,autumn,desktop,M,Shirt,Gucci,386820,515760,25,265,low,cart,2023-02-16 22:42:26,Wednesday,0,22,2023-02-16,Budget,172,89
88,425,2.2701220835298557,269,evening,5,8,summer,desktop,F,Skirt,Nike,1667994,2111385,21,490,high,view,2024-08-22 18:55:36,Saturday,1,18,2024-08-22,Premium,87,324
55,135,5.0,160,afternoon,1,11,autumn,mobile,M,Shirt,Zara,418847,498628,16,226,high,cart,2024-11-23 14:05:05,Tuesday,0,14,2024-11-23,Budget,54,34
192,191,5.0,218,morning,6,12,spring,mobile,M,Hat,Carhartt,1537489,1808811,15,418,low,cart,2024-12-19 07:10:19,Sunday,1,7,2024-12-19,Premium,191,90
9,345,5.0,346,evening,6,6,summer,mobile,M,Sneakers,Carhartt,507204,676272,25,245,high,cart,2024-06-08 21:24:46,Sunday,1,21,2024-06-08,Mid,8,244
8,218,4.443026026400433,167,evening,4,6,autumn,mobile,M,Blouse,Zara,337777,402116,16,477,high,cart,2024-06-15 22:16:24,Friday,0,22,2024-06-15,Budget,7,117
98,423,5.0,266,morning,6,12,autumn,mobile,F,Cargo Pants,Pull&Bear,2050936,2357398,13,435,high,cart,2024-12-09 09:03:25,Sunday,1,9,2024-12-09,Luxury,97,322
129,197,2.59481306927956,329,morning,1,2,summer,desktop,F,Sunglasses,Carhartt,1520491,1924673,21,1939,low,view,2023-02-18 09:41:35,Tuesday,0,9,2023-02-18,Premium,128,96
200,392,2.86591134405531,89,morning,6,5,winter,mobile,M,Polo Shirt,Mango,354859,460857,23,1334,medium,view,2023-05-15 10:03:10,Sunday,1,10,2023-05-15,Budget,199,291
170,422,5.0,20,evening,6,2,spring,mobile,M,T-shirt,The North Face,1012903,1205837,16,159,high,cart,2024-02-22 02:32:09,Sunday,1,2,2024-02-22,Premium,169,321
193,214,5.0,390,evening,6,8,summer,mobile,F,Cardigan,The North Face,675425,776351,13,143,high,purchase,2024-08-19 01:21:39,Sunday,1,1,2024-08-19,Mid,192,113
152,115,5.0,257,afternoon,6,7,autumn,mobile,M,Jacket,Zara,2454875,2888089,15,160,high,purchase,2024-07-23 12:48:29,Sunday,1,12,2024-07-23,Luxury,151,14
104,152,5.0,43,evening,5,3,summer,mobile,F,Skirt,Levi's,1834783,2237541,18,55,high,purchase,2023-03-16 02:45:49,Saturday,1,2,2023-03-16,Premium,103,51
151,303,4.4446798263960545,262,evening,6,12,winter,mobile,M,Shirt,Carhartt,441852,513782,14,409,high,cart,2024-12-23 18:19:13,Sunday,1,18,2024-12-23,Budget,150,202
122,351,5.0,286,evening,5,9,summer,mobile,M,Bag,Ralph Lauren,1416416,1609564,12,208,medium,purchase,2023-09-16 18:41:32,Saturday,1,18,2023-09-16,Premium,121,250
33,220,1.8162103607380247,380,morning,1,8,summer,mobile,F,Cardigan,Uniqlo,1355038,1652486,18,2003,low,view,2023-08-25 10:47:43,Tuesday,0,10,2023-08-25,Premium,32,119
179,128,5.0,94,morning,6,7,summer,mobile,M,Sunglasses,Mango,1278197,1704263,25,315,high,cart,2023-07-06 05:50:57,Sunday,1,5,2023-07-06,Premium,178,27
116,107,3.298626671974139,46,evening,1,1,summer,desktop,F,Bag,The North Face,1701183,2001392,15,950,high,view,2024-01-01 03:35:34,Tuesday,0,3,2024-01-01,Premium,115,6
30,338,5.0,139,morning,3,10,spring,mobile,F,Cargo Pants,Uniqlo,260004,333339,22,29,low,purchase,2023-10-20 09:42:30,Thursday,0,9,2023-10-20,Budget,29,237
117,229,5.0,377,afternoon,5,3,winter,tablet,M,Sweater,Lacoste,1405094,1713530,18,28,high,purchase,2023-03-04 13:25:00,Saturday,1,13,2023-03-04,Premium,116,128
6,442,5.0,89,morning,4,10,summer,mobile,M,Sneakers,Mango,1584662,1760736,10,46,low,purchase,2024-10-20 09:26:24,Friday,0,9,2024-10-20,Premium,5,341
57,120,5.0,350,afternoon,5,4,summer,mobile,F,Jeans,Adidas,369891,493189,25,158,high,cart,2023-04-20 16:37:45,Saturday,1,16,2023-04-20,Budget,56,19
147,429,2.321103288190769,334,morning,5,3,summer,mobile,F,Hat,Uniqlo,789218,1038445,24,1030,high,view,2023-03-18 10:16:11,Saturday,1,10,2023-03-18,Mid,146,328
170,185,5.0,251,evening,6,5,spring,mobile,M,Polo Shirt,Nike,1683198,1980234,15,148,high,purchase,2023-05-23 20:37:06,Sunday,1,20,2023-05-23,Premium,169,84
139,141,2.451537414157014,333,morning,6,8,autumn,mobile,F,T-shirt,Ralph Lauren,2164279,2576523,16,1747,high,view,2024-08-01 10:25:24,Sunday,1,10,2024-08-01,Luxury,138,40
175,315,5.0,40,afternoon,6,1,winter,mobile,M,T-shirt,Lacoste,739920,822134,10,59,high,cart,2024-01-10 15:24:07,Sunday,1,15,2024-01-10,Mid,174,214
139,115,2.2611033390014836,254,afternoon,2,12,summer,desktop,M,Cardigan,H&M,2435696,2799651,13,2034,medium,view,2024-12-27 15:07:33,Wednesday,0,15,2024-12-27,Luxury,138,14
102,398,5.0,19,evening,5,8,summer,mobile,F,Cardigan,Levi's,2070566,2352917,12,146,high,purchase,2023-08-18 21:33:27,Saturday,1,21,2023-08-18,Luxury,101,297
144,482,5.0,369,evening,6,11,autumn,mobile,M,Bag,Puma,1957864,2199848,11,225,high,cart,2023-11-05 03:52:59,Sunday,1,3,2023-11-05,Premium,143,381
68,309,5.0,204,morning,2,11,spring,desktop,M,Jacket,Mango,375233,481068,22,79,low,purchase,2023-11-08 08:50:13,Wednesday,0,8,2023-11-08,Budget,67,208
114,355,5.0,180,afternoon,3,4,spring,mobile,F,T-shirt,Zara,1132718,1471063,23,77,high,purchase,2024-04-17 12:50:28,Thursday,0,12,2024-04-17,Premium,113,254
96,331,5.0,239,afternoon,5,2,summer,mobile,F,Cargo Pants,Carhartt,2105134,2698890,22,84,medium,purchase,2023-02-12 13:53:23,Saturday,1,13,2023-02-12,Luxury,95,230
21,322,4.6966722776293075,209,afternoon,6,6,autumn,mobile,M,Sneakers,Lacoste,743280,917630,19,393,high,cart,2023-06-27 12:20:25,Sunday,1,12,2023-06-27,Mid,20,221
64,448,1.9701424895627604,392,afternoon,4,7,autumn,mobile,M,Cardigan,Gucci,357892,426062,16,2009,low,view,2024-07-12 16:18:55,Friday,0,16,2024-07-12,Budget,63,347
197,436,2.0947679155340166,373,evening,1,5,autumn,mobile,M,Polo Shirt,The North Face,411771,473300,13,1590,low,view,2024-05-02 02:33:25,Tuesday,0,2,2024-05-02,Budget,196,335
120,311,5.0,105,afternoon,5,6,autumn,mobile,M,Shirt,Puma,906380,1192606,24,99,medium,purchase,2023-06-29 14:53:40,Saturday,1,14,2023-06-29,Mid,119,210
128,229,4.718897206736124,285,afternoon,3,8,summer,desktop,F,Skirt,Carhartt,2312996,2786743,17,391,high,cart,2023-08-01 13:14:22,Thursday,0,13,2023-08-01,Luxury,127,128
126,212,3.870933493712193,344,afternoon,5,1,spring,tablet,M,Polo Shirt,The North Face,1610010,1872105,14,335,high,cart,2023-01-07 12:27:36,Saturday,1,12,2023-01-07,Premium,125,111
51,144,5.0,192,afternoon,6,9,autumn,desktop,M,Shirt,Calvin Klein,1133876,1399848,19,98,high,purchase,2023-09-16 13:50:34,Sunday,1,13,2023-09-16,Premium,50,43
92,292,5.0,117,afternoon,6,1,winter,mobile,F,T-shirt,Lacoste,523006,601157,13,105,high,purchase,2024-01-17 16:11:55,Sunday,1,16,2024-01-17,Mid,91,191
23,329,2.7421192741996303,38,evening,2,1,summer,desktop,M,Jeans,Uniqlo,1248990,1486893,16,1193,low,view,2023-01-09 18:24:37,Wednesday,0,18,2023-01-09,Premium,22,228
78,248,5.0,312,evening,0,8,spring,mobile,M,Sweater,Ralph Lauren,2004684,2227427,10,134,high,cart,2024-08-03 03:53:50,Monday,0,3,2024-08-03,Luxury,77,147
54,447,2.3686960060876285,181,afternoon,0,1,autumn,mobile,M,Shoes,The North Face,1861078,2139171,13,872,low,view,2024-01-21 17:01:12,Monday,0,17,2024-01-21,Premium,53,346
123,143,3.0200861199867086,11,afternoon,4,8,spring,desktop,M,Dress,Puma,465575,554257,16,2054,medium,view,2023-08-28 16:03:32,Friday,0,16,2023-08-28,Budget,122,42
83,407,5.0,24,morning,5,6,autumn,mobile,F,Dress,Gucci,426718,526813,19,44,medium,purchase,2023-06-29 06:43:17,Saturday,1,6,2023-06-29,Budget,82,306
69,142,5.0,266,evening,5,12,autumn,mobile,M,Polo Shirt,Uniqlo,2167366,2709208,20,201,medium,cart,2024-12-03 20:17:01,Saturday,1,20,2024-12-03,Luxury,68,41
109,276,5.0,29,afternoon,6,5,summer,mobile,F,Skirt,Zara,910807,1214410,25,439,medium,cart,2023-05-02 16:13:21,Sunday,1,16,2023-05-02,Mid,108,175
87,450,4.804838657024102,239,evening,6,11,autumn,mobile,M,Cargo Pants,Lacoste,643020,803776,20,442,medium,cart,2023-11-03 23:01:55,Sunday,1,23,2023-11-03,Mid,86,349
64,157,5.0,320,evening,5,11,summer,desktop,M,Cargo Pants,Lacoste,1543204,1773798,13,472,medium,cart,2023-11-02 23:32:55,Saturday,1,23,2023-11-02,Premium,63,56
48,330,4.9035453997693255,297,morning,6,3,autumn,desktop,M,Dress,Puma,1448856,1931809,25,115,low,cart,2023-03-23 11:14:39,Sunday,1,11,2023-03-23,Premium,47,229
32,112,5.0,258,evening,5,8,summer,desktop,F,T-shirt,Puma,705199,892657,21,107,high,purchase,2024-08-31 00:03:14,Saturday,1,0,2024-08-31,Mid,31,11
117,357,5.0,260,morning,4,9,winter,desktop,M,Polo Shirt,Pull&Bear,846512,1085272,22,26,low,purchase,2023-09-13 05:44:46,Friday,0,5,2023-09-13,Mid,116,256
69,134,5.0,79,afternoon,5,10,summer,mobile,M,Jacket,Carhartt,2577620,2997233,14,125,high,cart,2023-10-19 15:28:03,Saturday,1,15,2023-10-19,Luxury,68,33
182,289,2.5923136357138605,298,evening,5,10,autumn,mobile,M,Bag,Gucci,1092192,1418432,23,636,medium,view,2023-10-07 22:29:56,Saturday,1,22,2023-10-07,Premium,181,188
83,424,2.066052068838066,325,afternoon,1,2,autumn,mobile,M,Dress,Uniqlo,1565969,1779511,12,1603,low,view,2023-02-06 16:53:45,Tuesday,0,16,2023-02-06,Premium,82,323
193,463,5.0,44,afternoon,1,2,summer,tablet,F,Jacket,Dickies,276973,314743,12,34,high,purchase,2023-02-05 13:01:49,Tuesday,0,13,2023-02-05,Budget,192,362
6,245,5.0,354,morning,1,10,summer,mobile,M,Polo Shirt,H&M,2293648,2940575,22,467,medium,cart,2024-10-30 11:41:41,Tuesday,0,11,2024-10-30,Luxury,5,144
97,451,5.0,149,evening,3,12,winter,mobile,M,Cardigan,Puma,863013,1052456,18,73,high,purchase,2023-12-08 18:53:56,Thursday,0,18,2023-12-08,Mid,96,350
115,474,5.0,145,evening,1,1,spring,desktop,M,Polo Shirt,Zara,2440828,2976620,18,123,low,purchase,2024-01-17 22:59:01,Tuesday,0,22,2024-01-17,Luxury,114,373
61,468,5.0,320,morning,1,11,autumn,mobile,M,Cargo Pants,Gucci,641132,791522,19,60,high,purchase,2024-11-18 09:06:01,Tuesday,0,9,2024-11-18,Mid,60,367
14,384,5.0,77,afternoon,6,1,spring,mobile,M,Shirt,Pull&Bear,1688292,2164477,22,288,high,cart,2023-01-26 12:07:59,Sunday,1,12,2023-01-26,Premium,13,283
59,115,2.809946270737137,165,morning,4,12,summer,mobile,M,Sunglasses,Lacoste,951583,1235823,23,1756,medium,view,2024-12-29 09:55:25,Friday,0,9,2024-12-29,Mid,58,14
120,218,5.0,56,afternoon,3,3,autumn,desktop,F,Sneakers,Gucci,1209473,1358959,11,368,high,cart,2024-03-19 17:26:47,Thursday,0,17,2024-03-19,Premium,119,117
46,348,5.0,43,evening,5,5,summer,desktop,M,Jacket,Pull&Bear,623314,708312,12,209,medium,cart,2024-05-13 18:21:31,Saturday,1,18,2024-05-13,Mid,45,247
121,224,5.0,42,evening,5,9,autumn,mobile,F,Shirt,Adidas,831616,1001948,17,37,high,purchase,2024-09-07 22:28:13,Saturday,1,22,2024-09-07,Mid,120,123
68,276,3.489454427045312,85,afternoon,4,5,autumn,desktop,F,Shoes,Calvin Klein,1256985,1632449,23,1980,medium,view,2024-05-23 14:37:38,Friday,0,14,2024-05-23,Premium,67,175
172,199,5.0,375,evening,6,7,autumn,mobile,F,Hat,Lacoste,2045074,2524783,19,47,medium,purchase,2024-07-05 18:38:29,Sunday,1,18,2024-07-05,Luxury,171,98
73,394,2.8880007292840175,272,afternoon,5,4,autumn,desktop,M,Dress,Nike,1967946,2523008,22,838,medium,view,2023-04-06 16:22:54,Saturday,1,16,2023-04-06,Premium,72,293
199,358,5.0,165,evening,4,5,summer,desktop,M,Bag,Uniqlo,2065302,2581628,20,78,low,purchase,2024-05-13 19:46:23,Friday,0,19,2024-05-13,Luxury,198,257
2,274,5.0,242,evening,6,11,autumn,mobile,M,Sneakers,Ralph Lauren,252877,297503,15,279,high,cart,2024-11-15 04:59:32,Sunday,1,4,2024-11-15,Budget,1,173
